INDEX	INTEGRATED QUALITY FLAG	FILENAME	LAB	GRANT	CELLTYPE	HGNC TARGET NAME	TARGET NAME	ENSEMBL TARGET ID	TREATMENT	PROTOCOL	NPEAKS IDR OPTIMAL (IDR 2%)	NPEAKS IDR OPTIMAL (IDR 2%) BLACKLIST FILTERED	NPEAKS IN BLACKLIST	BLACKLIST PERCENTAGE	NPEAKS (SPP FDR 1%)	NPEAKS (SPP FDR 0.1 %)	NPEAKS (SPP FDR 0.01 %)	NPEAKS RELAXED (SPP FDR 90%)	RESCUE-RATIO (Np' / Nt) (DISTINCT READS)	SELF CONS. RATIO (Ns1/Ns2) (DISTINCT READS)
131	1	wgEncodeOpenChromChipMcf7CtcfEstroAlnRep0	UT-A	Crawford	MCF-7	CTCF	CTCF	ENSG00000102974	estrogen	std	66640	66592	48	0.072028812	61578	51042	36683	300000		
132	1	wgEncodeOpenChromChipMcf7CtcfAlnRep0	UT-A	Crawford	MCF-7	CTCF	CTCF	ENSG00000102974	None	std	58001	57936	65	0.112067033	153814	76759	60801	300000		
133	1	wgEncodeOpenChromChipMcf7CtcfSerumstvdAlnRep0	UT-A	Crawford	MCF-7	CTCF	CTCF	ENSG00000102974	serum_starved_media	std	54401	54343	58	0.106615687	107012	56264	42614	300000		
134	1	wgEncodeOpenChromChipMcf7CtcfSerumstimAlnRep0	UT-A	Crawford	MCF-7	CTCF	CTCF	ENSG00000102974	serum_stimulated_media	std	58675	58608	67	0.114188326	192973	86453	58656	300000		
135	1	wgEncodeOpenChromChipMcf7CtcfVehAlnRep0	UT-A	Crawford	MCF-7	CTCF	CTCF	ENSG00000102974	vehicle	std	82228	82176	52	0.063238799	86246	69822	60176	300000		
136	1	wgEncodeUwTfbsMcf7CtcfStdAlnRep0	UW	Stam	MCF-7	CTCF	CTCF	ENSG00000102974	None	std	59083	58994	89	0.150635547	68118	56793	48613	300000		
137	1	wgEncodeUwTfbsNb4CtcfStdAlnRep1	UW	Stam	NB4	CTCF	CTCF	ENSG00000102974	None	std	38324	38253	71	0.185262499	58821	47244	41758	300000		
138	1	wgEncodeBroadHistoneNhaCtcfStdAlnRep0	Broad	Bernstein	NH-A	CTCF	CTCF	ENSG00000102974	None	std	38541	38474	67	0.173840845	85423	56668	45021	300000		
139	1	wgEncodeBroadHistoneNhdfadCtcfStdAlnRep0	Broad	Bernstein	NHDF-Ad	CTCF	CTCF	ENSG00000102974	None	std	49018	48995	23	0.046921539	55438	49930	39676	300000		
140	1	wgEncodeUwTfbsNhdfneoCtcfStdAlnRep0	UW	Stam	NHDF-neo	CTCF	CTCF	ENSG00000102974	None	std	45986	45920	66	0.143521941	55675	50046	45901	300000		
141	1	wgEncodeBroadHistoneNhekCtcfStdAlnRep0	Broad	Bernstein	NHEK	CTCF	CTCF	ENSG00000102974	None	std	47138	47113	25	0.053035767	115202	79085	58687	300000		
142	1	wgEncodeOpenChromChipNhekCtcfAlnRep0	UT-A	Crawford	NHEK	CTCF	CTCF	ENSG00000102974	None	std	53877	53797	80	0.148486367	265298	181285	17711	300000		
143	1	wgEncodeUwTfbsNhekCtcfStdAlnRep0	UW	Stam	NHEK	CTCF	CTCF	ENSG00000102974	None	std	42496	42465	31	0.072948042	115049	84061	45433	300000		
144	1	wgEncodeBroadHistoneNhlfCtcfStdAlnRep0	Broad	Bernstein	NHLF	CTCF	CTCF	ENSG00000102974	None	std	39558	39537	21	0.053086607	55192	47324	38819	300000		
145	1	wgEncodeUwTfbsNhlfCtcfStdAlnRep1	UW	Stam	NHLF	CTCF	CTCF	ENSG00000102974	None	std	35539	35446	93	0.261684347	59586	43111	34555	300000		
146	1	wgEncodeBroadHistoneOsteoblCtcfStdAlnRep0	Broad	Bernstein	Osteobl	CTCF	CTCF	ENSG00000102974	None	std	56295	56264	31	0.055067057	145335	104437	73800	300000		
147	1	wgEncodeOpenChromChipProgfibCtcfAlnRep0	UT-A	Crawford	ProgFib	CTCF	CTCF	ENSG00000102974	None	std	44004	43918	86	0.195436778	53608	45481	37677	300000		
148	1	wgEncodeUwTfbsRptecCtcfStdAlnRep0	UW	Stam	RPTEC	CTCF	CTCF	ENSG00000102974	None	std	58893	58785	108	0.183383424	80747	71572	61913	300000		
149	1	wgEncodeUwTfbsSaecCtcfStdAlnRep0	UW	Stam	SAEC	CTCF	CTCF	ENSG00000102974	None	std	42480	42446	34	0.080037665	126014	82570	62754	290036		
150	1	wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep0	HudsonAlpha	Myers	SK-N-SH_RA	CTCF	CTCF	ENSG00000102974	None	v041610.2	40680	40588	92	0.226155359	74245	60404	53657	300000		
151	1	wgEncodeUwTfbsSknshraCtcfStdAlnRep0	UW	Stam	SK-N-SH_RA	CTCF	CTCF	ENSG00000102974	None	std	46275	46232	43	0.092922744	119230	86151	30224	300000		
152	1	wgEncodeUwTfbsWerirb1CtcfStdAlnRep0	UW	Stam	WERI-Rb-1	CTCF	CTCF	ENSG00000102974	None	std	50344	50308	36	0.071508025	84801	71963	62546	300000		
153	1	wgEncodeUwTfbsWi38CtcfStdAlnRep0	UW	Stam	WI-38	CTCF	CTCF	ENSG00000102974	None	std	31555	31518	37	0.117255585	33990	30057	26147	300000		
154	1	wgEncodeSydhTfbsGm12878Ctcfsc15914c20StdAlnRep0	Stanford	Snyder	GM12878	CTCF	CTCF_(SC-15914)	ENSG00000102974	None	std	55573	55551	22	0.03958757	52733	45243	38696	96848		
155	1	wgEncodeSydhTfbsImr90CtcfbIggrabAlnRep0	Stanford	Snyder	IMR90	CTCF	CTCF_(SC-15914)	ENSG00000102974	None	std	46006	45920	86	0.186932139	65828	48021	34684	300000		
156	1	wgEncodeSydhTfbsK562CtcfbIggrabAlnRep0	Stanford	Snyder	K562	CTCF	CTCF_(SC-15914)	ENSG00000102974	None	std	54491	54387	104	0.190857206	60604	52730	45529	140570		
157	1	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xDex100nmAlnRep0	HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	DEX_100nM	PCR1x	40913	40841	72	0.175983184	39725	34459	28491	300000		
158	1	wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02AlnRep0	HudsonAlpha	Myers	A549	CTCF	CTCF_(SC-5916)	ENSG00000102974	EtOH_0.02pct	PCR1x	38245	38133	112	0.292848738	39095	31831	26913	300000		
159	1	wgEncodeHaibTfbsEcc1CtcfcV0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	ECC-1	CTCF	CTCF_(SC-5916)	ENSG00000102974	DMSO_0.02pct	v041610.2	23225	23192	33	0.142088267	20973	18166	14184	36068		
160	1	wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	CTCF	CTCF_(SC-5916)	ENSG00000102974	None	v041610.2	54152	54111	41	0.075712808	92095	69464	49453	300000		
161	1	wgEncodeHaibTfbsHepg2Ctcfsc5916V0416101AlnRep0	HudsonAlpha	Myers	HepG2	CTCF	CTCF_(SC-5916)	ENSG00000102974	None	v041610.1	55858	55778	80	0.143220309	71721	58995	48321	300000		
162	1	wgEncodeHaibTfbsK562CtcfcPcr1xAlnRep0V2	HudsonAlpha	Myers	K562	CTCF	CTCF_(SC-5916)	ENSG00000102974	None	PCR1x	45707	45603	104	0.227536264	109534	71257	58636	300000		
163	1	wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	T-47D	CTCF	CTCF_(SC-5916)	ENSG00000102974	DMSO_0.02pct	v041610.2	29364	29285	79	0.269036916	27711	23077	0	300000		
164	1	wgEncodeHaibTfbsK562Ctcflsc98982V0416101AlnRep0	HudsonAlpha	Myers	K562	CTCFL	CTCFL_(SC-98982)	ENSG00000124092	None	v041610.1	11604	11533	71	0.61185798	300000	105195	33997	300000		
165	1	wgEncodeSydhTfbsHelas3E2f1StdAlnRep0	USC	Snyder	HeLa-S3	E2F1	E2F1	ENSG00000101412	None	std	5257	5116	141	2.682138102	2386	1530	0	300000		
166	1	wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep0	USC	Snyder	HeLa-S3	E2F1	HA-E2F1	ENSG00000101412	None	std	10304	10283	21	0.203804348	9735	8507	0	300000		
167	1	wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep0	USC	Snyder	MCF-7	E2F1	HA-E2F1	ENSG00000101412	None	std	21959	21946	13	0.059201239	41950	22858	14753	300000		
168	1	wgEncodeSydhTfbsGm12878E2f4IggmusAlnRep0	Stanford	Snyder	GM12878	E2F4	E2F4	ENSG00000205250	None	std	3446	3440	6	0.174114916	745	609	0	300000		
169	1	wgEncodeSydhTfbsHelas3E2f4StdAlnRep0	USC	Snyder	HeLa-S3	E2F4	E2F4	ENSG00000205250	None	std	2889	2831	58	2.007615092	1368	1064	0	300000		
170	1	wgEncodeSydhTfbsK562E2f4UcdAlnRep0	USC	Snyder	K562	E2F4	E2F4	ENSG00000205250	None	std	8249	8181	68	0.824342345	94098	25693	12894	300000		
171	1	wgEncodeSydhTfbsMcf10aesE2f4TamHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	E2F4	E2F4	ENSG00000205250	4OHTAM_1uM_36hr	std	15590	15516	74	0.474663246	54197	33454	21760	300000		
172	1	wgEncodeSydhTfbsHelas3E2f6StdAlnRep0	USC	Snyder	HeLa-S3	E2F6	E2F6	ENSG00000169016	None	std	4786	4775	11	0.229837025	4260	3044	0	300000		
173	1	wgEncodeHaibTfbsK562E2f6V0416102AlnRep0	HudsonAlpha	Myers	K562	E2F6	E2F6	ENSG00000169016	None	v041610.2	24627	24570	57	0.231453283	140834	68391	47532	300000		
174	1	wgEncodeSydhTfbsK562E2f6UcdAlnRep0	USC	Snyder	K562	E2F6	E2F6	ENSG00000169016	None	std	16336	16312	24	0.146914789	110986	55164	33199	300000		
175	1	wgEncodeHaibTfbsGm12878Ebf1sc137065Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	EBF1	EBF1_(SC-137065)	ENSG00000164330	None	PCR1x	36168	36140	28	0.077416501	134326	91834	67505	300000		
176	1	wgEncodeSydhTfbsGm12878Ebf1sc137065StdAlnRep0	Stanford	Snyder	GM12878	EBF1	EBF1_(SC-137065)	ENSG00000164330	None	std	33418	33410	8	0.023939194	20267	14239	11785	300000		
177	1	wgEncodeHaibTfbsGm12878Egr1Pcr2xAlnRep0	HudsonAlpha	Myers	GM12878	EGR1	Egr-1	ENSG00000120738	None	PCR2x	16388	16331	57	0.347815475	120986	36719	0	300000		
178	1	wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	EGR1	Egr-1	ENSG00000120738	None	v041610.2	8793	8743	50	0.568634141	20673	12875	0	300000		
179	1	wgEncodeHaibTfbsK562Egr1V0416101AlnRep0	HudsonAlpha	Myers	K562	EGR1	Egr-1	ENSG00000120738	None	v041610.1	37068	36997	71	0.191539873	117739	78336	50668	300000		
180	-1	wgEncodeUchicagoTfbsK562Elf1Controlelf1AlnRep0	UChicago	White	K562	ELF1	eGFP-ELF1	ENSG00000120690	None	std	1941	1868	73	3.760947965	0	0	0	300000		
181	1	wgEncodeHaibTfbsA549Elf1V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	ELF1	ELF1_(SC-631)	ENSG00000120690	EtOH_0.02pct	v042211.1	8627	8611	16	0.18546424	6362	3309	0	300000		
182	1	wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep0	HudsonAlpha	Myers	GM12878	ELF1	ELF1_(SC-631)	ENSG00000120690	None	v041610.1	23063	23008	55	0.238477215	300000	202169	63038	300000		
183	1	wgEncodeHaibTfbsHepg2Elf1sc631V0416101AlnRep0	HudsonAlpha	Myers	HepG2	ELF1	ELF1_(SC-631)	ENSG00000120690	None	v041610.1	18035	18001	34	0.188522318	53065	27185	0	300000		
184	1	wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0	HudsonAlpha	Myers	K562	ELF1	ELF1_(SC-631)	ENSG00000120690	None	v041610.2	27832	27780	52	0.186835297	191730	83746	36952	300000		
185	1	wgEncodeSydhTfbsGm12878Elk112771IggmusAlnRep0	Stanford	Snyder	GM12878	ELK1	ELK1_(1277-1)	ENSG00000126767	None	std	5598	5584	14	0.250089318	363	0	0	300000		
186	1	wgEncodeSydhTfbsHelas3Elk112771IggrabAlnRep0	Stanford	Snyder	HeLa-S3	ELK1	ELK1_(1277-1)	ENSG00000126767	None	std	4869	4809	60	1.23228589	317	0	0	31266		
187	0	wgEncodeSydhTfbsK562Elk112771IggrabAlnRep0	Stanford	Snyder	K562	ELK1	ELK1_(1277-1)	ENSG00000126767	None	std	3034	2961	73	2.406064601	1820	0	0	14383		
188	0	wgEncodeSydhTfbsHek293Elk4UcdAlnRep0	USC	Snyder	HEK293	ELK4	ELK4	ENSG00000158711	None	std	1411	1375	36	2.551381999	102	0	0	300000		
189	1	wgEncodeSydhTfbsHelas3Elk4UcdAlnRep0	USC	Snyder	HeLa-S3	ELK4	ELK4	ENSG00000158711	None	std	5958	5916	42	0.704934542	7183	4982	0	300000		
190	1	wgEncodeHaibTfbsA549P300V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	EP300	p300	ENSG00000100393	EtOH_0.02pct	v042211.1	18248	18216	32	0.175361683	35041	17706	12374	300000		
191	1	wgEncodeHaibTfbsGm12878P300Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	EP300	p300	ENSG00000100393	None	PCR1x	5236	5168	68	1.298701299	20410	8274	0	300000		
192	1	wgEncodeSydhTfbsGm12878P300IggmusAlnRep0	Stanford	Snyder	GM12878	EP300	p300	ENSG00000100393	None	std	17470	17461	9	0.051516886	8118	2289	0	300000		
193	1	wgEncodeHaibTfbsH1hescP300V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	EP300	p300	ENSG00000100393	None	v041610.2	8980	8934	46	0.512249443	40639	26681	11280	300000		
194	1	wgEncodeHaibTfbsHepg2P300V0416101AlnRep0	HudsonAlpha	Myers	HepG2	EP300	p300	ENSG00000100393	None	v041610.1	27952	27913	39	0.1395249	55680	38164	14760	300000		
195	0	wgEncodeBroadHistoneK562P300StdAlnRep0	Broad	Bernstein	K562	EP300	p300	ENSG00000100393	None	std	2719	2674	45	1.655020228	406	0	0	300000		
196	1	wgEncodeSydhTfbsK562P300IggrabAlnRep0	Stanford	Snyder	K562	EP300	p300	ENSG00000100393	None	std	25958	25881	77	0.296633023	31189	22564	16325	300000		
197	1	wgEncodeHaibTfbsSknshraP300V0416102AlnRep0	HudsonAlpha	Myers	SK-N-SH_RA	EP300	p300	ENSG00000100393	None	v041610.2	46532	46485	47	0.101005759	123841	97942	79800	300000		
198	1	wgEncodeHaibTfbsT47dP300V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	T-47D	EP300	p300	ENSG00000100393	DMSO_0.02pct	v041610.2	14032	13973	59	0.420467503	18022	12998	8915	224764		
199	0	wgEncodeSydhTfbsGm12878P300bStdAlnRep0	Stanford	Snyder	GM12878	EP300	p300_(SC-584)	ENSG00000100393	None	std	6189	6189	0	0	4484	2001	0	300000		
200	1	wgEncodeSydhTfbsHelas3P300sc584sc584IggrabAlnRep0	Stanford	Snyder	HeLa-S3	EP300	p300_(SC-584)	ENSG00000100393	None	std	25894	25854	40	0.15447594	35061	21868	8892	300000		
201	0	wgEncodeSydhTfbsHepg2P300sc582IggrabAlnRep0	Stanford	Snyder	HepG2	EP300	p300_(SC-584)	ENSG00000100393	None	std	6672	6613	59	0.884292566	115	0	0	100829		
202	-1	wgEncodeUchicagoTfbsK562EsrControlesrAlnRep0	UChicago	White	K562	ESR1	eGFP-ESR	ENSG00000091831	None	std	391	355	36	9.207161125	102	0	0	1250		
203	1	wgEncodeHaibTfbsEcc1EraaV0416102Bpa1hAlnRep0	HudsonAlpha	Myers	ECC-1	ESR1	ERalpha_a	ENSG00000091831	BPA_100nM	v041610.2	4303	4260	43	0.999302812	238	0	0	300000		
204	1	wgEncodeHaibTfbsEcc1EralphaaV0416102Est10nm1hAlnRep0	HudsonAlpha	Myers	ECC-1	ESR1	ERalpha_a	ENSG00000091831	Estradiol_10nM	v041610.2	16138	16091	47	0.291238072	20347	11922	0	300000		
205	1	wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hAlnRep0	HudsonAlpha	Myers	ECC-1	ESR1	ERalpha_a	ENSG00000091831	Genistein_100nM	v041610.2	11490	11452	38	0.330722367	19784	13072	6679	300000		
206	1	wgEncodeHaibTfbsT47dEraaV0416102Bpa1hAlnRep0	HudsonAlpha	Myers	T-47D	ESR1	ERalpha_a	ENSG00000091831	BPA_100nM	v041610.2	3928	3902	26	0.66191446	323	0	0	300000		
207	1	wgEncodeHaibTfbsT47dEralphaaV0416102Est10nm1hAlnRep0	HudsonAlpha	Myers	T-47D	ESR1	ERalpha_a	ENSG00000091831	Estradiol_10nM	v041610.2	10512	10505	7	0.066590563	3363	1104	0	300000		
208	1	wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep0	HudsonAlpha	Myers	T-47D	ESR1	ERalpha_a	ENSG00000091831	Genistein_100nM	v041610.2	10554	10547	7	0.066325564	3363	1104	0	300000		
209	0	wgEncodeSydhTfbsHepg2ErraForsklnStdAlnRep0	Stanford	Snyder	HepG2	ESRRA	ERRA	ENSG00000173153	forskolin	std	1184	1177	7	0.591216216	1918	903	0	300000		
210	1	wgEncodeHaibTfbsA549Ets1V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	ETS1	ETS1	ENSG00000134954	EtOH_0.02pct	v042211.1	5564	5525	39	0.700934579	14231	4323	0	300000		
211	1	wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep0	HudsonAlpha	Myers	GM12878	ETS1	ETS1	ENSG00000134954	None	PCR1x	4163	4120	43	1.03290896	58699	11005	0	300000		
212	1	wgEncodeHaibTfbsK562Ets1V0416101AlnRep0	HudsonAlpha	Myers	K562	ETS1	ETS1	ENSG00000134954	None	v041610.1	10777	10726	51	0.473230027	83014	27472	12957	300000		
213	0	wgEncodeBroadHistoneDnd41Ezh239875AlnRep0	Broad	Bernstein	Dnd41	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1732	1732	0	0	20529	3141	0	300000		
214	1	wgEncodeBroadHistoneGm12878Ezh239875AlnRep0	Broad	Bernstein	GM12878	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2476	2472	4	0.161550889	0	0	0	300000		
215	1	wgEncodeBroadHistoneH1hescEzh239875AlnRep0	Broad	Bernstein	H1-hESC	EZH2	EZH2_(39875)	ENSG00000106462	None	std	6390	6370	20	0.312989045	14515	9008	0	175222		
216	0	wgEncodeBroadHistoneHelas3Ezh239875AlnRep0	Broad	Bernstein	HeLa-S3	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1823	1818	5	0.274273176	51423	12584	0	300000		
217	0	wgEncodeBroadHistoneHepg2Ezh239875AlnRep0	Broad	Bernstein	HepG2	EZH2	EZH2_(39875)	ENSG00000106462	None	std	3295	3286	9	0.273141123	908	0	0	300000		
218	1	wgEncodeBroadHistoneHmecEzh239875AlnRep0	Broad	Bernstein	HMEC	EZH2	EZH2_(39875)	ENSG00000106462	None	std	4648	4626	22	0.473321859	5274	1883	0	300000		
219	0	wgEncodeBroadHistoneHsmmEzh239875AlnRep0	Broad	Bernstein	HSMM	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1546	1540	6	0.388098318	0	0	0	300000		
220	1	wgEncodeBroadHistoneHsmmtEzh239875AlnRep0	Broad	Bernstein	HSMMtube	EZH2	EZH2_(39875)	ENSG00000106462	None	std	2741	2700	41	1.495804451	11376	2595	0	300000		
221	1	wgEncodeBroadHistoneHuvecEzh239875AlnRep0	Broad	Bernstein	HUVEC	EZH2	EZH2_(39875)	ENSG00000106462	None	std	6239	6234	5	0.080141048	7429	4668	0	300000		
222	0	wgEncodeBroadHistoneK562Ezh239875StdAlnRep0	Broad	Bernstein	K562	EZH2	EZH2_(39875)	ENSG00000106462	None	std	1692	1685	7	0.413711584	0	0	0	300000		
223	1	wgEncodeBroadHistoneNhaEzh239875AlnRep0	Broad	Bernstein	NH-A	EZH2	EZH2_(39875)	ENSG00000106462	None	std	6504	6493	11	0.169126691	15902	10393	7352	300000		
224	1	wgEncodeBroadHistoneNhdfadEzh239875AlnRep0	Broad	Bernstein	NHDF-Ad	EZH2	EZH2_(39875)	ENSG00000106462	None	std	5751	5739	12	0.208659364	11005	7442	0	300000		
225	1	wgEncodeBroadHistoneNhekEzh239875AlnRep0	Broad	Bernstein	NHEK	EZH2	EZH2_(39875)	ENSG00000106462	None	std	7993	7978	15	0.187664206	14168	8590	5160	300000		
226	1	wgEncodeBroadHistoneNhlfEzh239875AlnRep0	Broad	Bernstein	NHLF	EZH2	EZH2_(39875)	ENSG00000106462	None	std	7047	7030	17	0.241237406	6362	4056	0	300000		
227	-1	wgEncodeSydhTfbsGm12878Spt20StdAlnRep0	Harvard	Snyder	GM12878	FAM48A	SPT20	ENSG00000102710	None	std	16	15	1	6.25	0	0	0	300000		
228	1	wgEncodeSydhTfbsHelas3Spt20StdAlnRep0	Stanford	Snyder	HeLa-S3	FAM48A	SPT20	ENSG00000102710	None	std	4143	4088	55	1.32754043	0	0	0	300000		
229	0	wgEncodeSydhTfbsGm12878CfosStdAlnRep0	Yale	Snyder	GM12878	FOS	c-Fos	ENSG00000170345	None	std	2300	2239	61	2.652173913	1966	1218	0	189738		
230	1	wgEncodeSydhTfbsHelas3CfosStdAlnRep0	Yale	Snyder	HeLa-S3	FOS	c-Fos	ENSG00000170345	None	std	9352	9325	27	0.288708298	20547	14157	0	234593		
231	1	wgEncodeSydhTfbsHuvecCfosUcdAlnRep0	USC	Snyder	HUVEC	FOS	c-Fos	ENSG00000170345	None	std	46780	46726	54	0.115433946	57311	48770	41578	300000		
232	1	wgEncodeSydhTfbsK562CfosStdAlnRep0	Yale	Snyder	K562	FOS	c-Fos	ENSG00000170345	None	std	7693	7646	47	0.610945015	25159	17479	13752	273691		
233	1	wgEncodeSydhTfbsMcf10aesCfosTam112hHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	FOS	c-Fos	ENSG00000170345	4OHTAM_1uM_12hr	std	92415	92358	57	0.061678299	223533	179940	151649	300000		
234	1	wgEncodeSydhTfbsMcf10aesCfosTamHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	FOS	c-Fos	ENSG00000170345	4OHTAM_1uM_36hr	std	70542	70462	80	0.113407615	160732	131028	111994	300000		
235	1	wgEncodeSydhTfbsMcf10aesCfosTam14hHvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	FOS	c-Fos	ENSG00000170345	4OHTAM_1uM_4hr	std	86374	86323	51	0.059045546	201626	163122	133112	300000		
236	1	wgEncodeSydhTfbsMcf10aesCfosEtoh01HvdAlnRep0	Harvard	Snyder	MCF10A-Er-Src	FOS	c-Fos	ENSG00000170345	EtOH_0.01pct	std	67985	67918	67	0.098551151	182760	143169	119576	300000		
237	1	wgEncodeUchicagoTfbsK562EfosControlAlnRep0	UChicago	White	K562	FOS	eGFP-FOS	ENSG00000170345	None	std	10298	10256	42	0.407846184	11221	4354	0	300000		
238	1	wgEncodeHaibTfbsH1hescFosl1sc183V0416102AlnRep0	HudsonAlpha	Myers	H1-hESC	FOSL1	FOSL1_(SC-183)	ENSG00000175592	None	v041610.2	1172	1113	59	5.034129693	8163	1201	0	300000		
239	1	wgEncodeHaibTfbsK562Fosl1sc183V0416101AlnRep0	HudsonAlpha	Myers	K562	FOSL1	FOSL1_(SC-183)	ENSG00000175592	None	v041610.1	11228	11174	54	0.480940506	126404	34884	15257	300000		
240	1	wgEncodeHaibTfbsA549Fosl2V0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	FOSL2	FOSL2	ENSG00000075426	EtOH_0.02pct	v042211.1	28797	28756	41	0.142375942	70851	27583	12364	300000		
241	1	wgEncodeHaibTfbsHepg2Fosl2V0416101AlnRep0	HudsonAlpha	Myers	HepG2	FOSL2	FOSL2	ENSG00000075426	None	v041610.1	25276	25211	65	0.257160943	102084	60839	0	300000		
242	1	wgEncodeHaibTfbsA549Foxa1V0416102Dex100nmAlnRep0	HudsonAlpha	Myers	A549	FOXA1	FOXA1_(SC-101058)	ENSG00000129514	DEX_100nM	v041610.2	7698	7695	3	0.038971161	448	0	0	300000		
243	1	wgEncodeHaibTfbsHepg2Foxa1sc101058V0416101AlnRep0	HudsonAlpha	Myers	HepG2	FOXA1	FOXA1_(SC-101058)	ENSG00000129514	None	v041610.1	43133	43114	19	0.044049799	143208	97662	20717	300000		
244	1	wgEncodeHaibTfbsEcc1Foxa1sc6553V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	ECC-1	FOXA1	FOXA1_(SC-6553)	ENSG00000129514	DMSO_0.02pct	v041610.2	5927	5892	35	0.590517969	5684	4372	0	300000		
245	1	wgEncodeHaibTfbsHepg2Foxa1sc6553V0416101AlnRep0	HudsonAlpha	Myers	HepG2	FOXA1	FOXA1_(SC-6553)	ENSG00000129514	None	v041610.1	51306	51264	42	0.081861771	154520	104101	68892	300000		
246	1	wgEncodeHaibTfbsT47dFoxa1sc6553V0416102Dm002p1hAlnRep0	HudsonAlpha	Myers	T-47D	FOXA1	FOXA1_(SC-6553)	ENSG00000129514	DMSO_0.02pct	v041610.2	41585	41555	30	0.072141397	104664	81123	66055	300000		
247	1	wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0	HudsonAlpha	Myers	HepG2	FOXA2	FOXA2_(SC-6554)	ENSG00000125798	None	v041610.1	40995	40989	6	0.014635931	118005	74235	51256	300000		
248	1	wgEncodeHaibTfbsGm12878Foxm1sc502V0422111AlnRep0	HudsonAlpha	Myers	GM12878	FOXM1	FOXM1_(SC-502)	ENSG00000111206	None	v042211.1	22961	22926	35	0.152432385	93460	57772	30374	300000		
249	1	wgEncodeHaibTfbsPfsk1Foxp2Pcr2xAlnRep0	HudsonAlpha	Myers	PFSK-1	FOXP2	FOXP2	ENSG00000128573	None	PCR2x	18212	18182	30	0.164726554	149341	71014	0	300000		
250	1	wgEncodeHaibTfbsSknmcFoxp2Pcr2xAlnRep0	HudsonAlpha	Myers	SK-N-MC	FOXP2	FOXP2	ENSG00000128573	None	PCR2x	14724	14695	29	0.196957349	50501	35325	17206	300000		
251	1	wgEncodeHaibTfbsA549GabpV0422111Etoh02AlnRep0	HudsonAlpha	Myers	A549	GABPB1	GABP	ENSG00000104064	EtOH_0.02pct	v042211.1	12385	12348	37	0.298748486	15836	7150	6074	300000		
252	1	wgEncodeHaibTfbsGm12878GabpPcr2xAlnRep0	HudsonAlpha	Myers	GM12878	GABPB1	GABP	ENSG00000104064	None	PCR2x	6648	6566	82	1.23345367	73695	2537	0	300000		
253	1	wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep0	HudsonAlpha	Myers	H1-hESC	GABPB1	GABP	ENSG00000104064	None	PCR1x	5667	5653	14	0.247044292	77037	42962	6462	300000		
254	1	wgEncodeHaibTfbsHelas3GabpPcr1xAlnRep0	HudsonAlpha	Myers	HeLa-S3	GABPB1	GABP	ENSG00000104064	None	PCR1x	6830	6761	69	1.010248902	10463	6991	0	300000		
255	1	wgEncodeHaibTfbsHepg2GabpPcr2xAlnRep0	HudsonAlpha	Myers	HepG2	GABPB1	GABP	ENSG00000104064	None	PCR2x	10157	10109	48	0.472580486	74943	24881	10878	300000		
256	1	wgEncodeHaibTfbsK562GabpV0416101AlnRep0	HudsonAlpha	Myers	K562	GABPB1	GABP	ENSG00000104064	None	v041610.1	14444	14393	51	0.353087787	246303	91390	31925	300000		
